date,temperature,weather,wind,humidity,barometer,visibility,time
2022-02-02,24,Light rain. Overcast.,22 km/h,78,1013 mbar,5,16:00
2022-02-02,23,Passing clouds.,No wind,87,1015 mbar,5,19:00
2022-02-02,22,Passing clouds.,No wind,91,1016 mbar,4,22:00
2022-02-03,21,Passing clouds.,6 km/h,94,1014 mbar,4,04:00
2022-02-03,21,Scattered clouds.,No wind,88,1015 mbar,4,07:00
2022-02-03,26,Passing clouds.,11 km/h,65,1015 mbar,7,10:00
2022-02-03,29,Partly sunny.,19 km/h,53,1013 mbar,8,13:00
2022-02-03,25,Thunderstorms. Partly sunny.,7 km/h,72,1012 mbar,6,16:00
2022-02-03,21,Light rain. Overcast.,No wind,95,1014 mbar,4,19:00
2022-02-03,21,Overcast.,6 km/h,93,1016 mbar,4,22:00
2022-02-04,21,Overcast.,No wind,90,1015 mbar,3,01:00
2022-02-04,21,Fog.,7 km/h,94,1013 mbar,2,04:00
2022-02-04,21,Fog.,6 km/h,96,1014 mbar,3,07:00
2022-02-04,28,Partly sunny.,28 km/h,59,1012 mbar,7,13:00
2022-02-04,24,Thunderstorms. Overcast.,15 km/h,85,1011 mbar,3,16:00
2022-02-04,23,Passing clouds.,9 km/h,93,1013 mbar,3,19:00
2022-02-04,22,Passing clouds.,7 km/h,92,1014 mbar,4,22:00
2022-02-05,21,Fog.,6 km/h,97,1014 mbar,4,01:00
2022-02-05,21,Partly sunny.,6 km/h,92,1014 mbar,3,07:00
2022-02-05,23,Light rain. Overcast.,19 km/h,86,1014 mbar,3,13:00
2022-02-05,23,Overcast.,20 km/h,86,1012 mbar,4,16:00
2022-02-05,22,Light rain. Passing clouds.,6 km/h,87,1013 mbar,6,19:00
2022-02-05,22,Passing clouds.,7 km/h,87,1014 mbar,6,22:00
2022-02-06,22,Overcast.,7 km/h,92,1013 mbar,6,07:00
2022-02-06,25,Partly sunny.,26 km/h,69,1014 mbar,10,10:00
2022-02-06,25,Partly sunny.,19 km/h,71,1013 mbar,10,13:00
2022-02-06,25,Overcast.,24 km/h,74,1011 mbar,10,16:00
2022-02-06,23,Passing clouds.,19 km/h,75,1013 mbar,10,19:00
2022-02-06,21,Passing clouds.,7 km/h,84,1014 mbar,10,22:00
2022-02-07,22,Passing clouds.,7 km/h,86,1013 mbar,8,01:00
2022-02-07,20,Light rain. Overcast.,11 km/h,93,1013 mbar,5,04:00
2022-02-07,21,Light rain. Low clouds.,7 km/h,97,1014 mbar,4,07:00
2022-02-07,22,Light rain. Overcast.,13 km/h,96,1015 mbar,2,10:00
2022-02-07,25,Overcast.,19 km/h,77,1013 mbar,7,13:00
2022-02-07,26,Partly sunny.,20 km/h,65,1012 mbar,10,16:00
2022-02-07,23,Passing clouds.,17 km/h,74,1013 mbar,10,19:00
2022-02-07,22,Passing clouds.,4 km/h,72,1015 mbar,10,22:00
2022-02-08,21,Passing clouds.,No wind,83,1014 mbar,8,01:00
2022-02-08,21,Passing clouds.,4 km/h,91,1014 mbar,6,04:00
2022-02-08,21,Partly sunny.,No wind,94,1015 mbar,5,07:00
2022-02-08,25,Overcast.,13 km/h,72,1016 mbar,5,10:00
2022-02-08,24,Overcast.,22 km/h,85,1015 mbar,5,13:00
2022-02-08,24,Overcast.,13 km/h,83,1013 mbar,6,16:00
2022-02-08,23,Passing clouds.,7 km/h,86,1014 mbar,6,19:00
2022-02-09,21,Passing clouds.,7 km/h,94,1014 mbar,4,04:00
2022-02-09,20,Fog.,No wind,98,1015 mbar,3,07:00
2022-02-09,25,Partly sunny.,22 km/h,72,1016 mbar,10,10:00
2022-02-09,28,Partly sunny.,19 km/h,56,1013 mbar,10,13:00
2022-02-09,25,Overcast.,32 km/h,71,1012 mbar,7,16:00
2022-02-09,21,Light rain. Overcast.,9 km/h,91,1015 mbar,5,19:00
2022-02-09,20,Light rain. Overcast.,15 km/h,98,1016 mbar,5,22:00
2022-02-10,20,Light rain. Overcast.,9 km/h,91,1015 mbar,5,01:00
2022-02-10,21,Passing clouds.,7 km/h,91,1012 mbar,5,04:00
2022-02-10,24,Partly sunny.,11 km/h,70,1014 mbar,10,10:00
2022-02-10,26,Partly sunny.,22 km/h,59,1012 mbar,10,13:00
2022-02-10,25,Overcast.,15 km/h,64,1011 mbar,10,16:00
2022-02-10,22,Passing clouds.,7 km/h,91,1013 mbar,7,19:00
2022-02-10,22,Passing clouds.,No wind,74,1014 mbar,6,22:00
2022-02-11,21,Passing clouds.,7 km/h,83,1013 mbar,6,01:00
2022-02-11,20,Passing clouds.,6 km/h,100,1012 mbar,8,04:00
2022-02-11,21,Scattered clouds.,No wind,80,1014 mbar,8,07:00
2022-02-11,26,Partly sunny.,22 km/h,51,1014 mbar,10,10:00
2022-02-11,28,Partly sunny.,22 km/h,50,1012 mbar,10,13:00
2022-02-11,27,Partly sunny.,22 km/h,57,1010 mbar,8,16:00
2022-02-11,24,Passing clouds.,15 km/h,78,1012 mbar,6,19:00
2022-02-12,22,Passing clouds.,9 km/h,74,1012 mbar,6,04:00
2022-02-12,22,Partly sunny.,11 km/h,79,1013 mbar,7,07:00
2022-02-12,24,Overcast.,11 km/h,75,1014 mbar,10,10:00
2022-02-12,27,Partly sunny.,15 km/h,57,1011 mbar,10,13:00
2022-02-12,26,Overcast.,19 km/h,68,1009 mbar,10,16:00
2022-02-12,24,Overcast.,7 km/h,79,1011 mbar,7,19:00
2022-02-12,23,Passing clouds.,9 km/h,80,1013 mbar,8,22:00
2022-02-13,22,Passing clouds.,11 km/h,89,1012 mbar,7,01:00
2022-02-13,21,Overcast.,No wind,91,1011 mbar,5,04:00
2022-02-13,22,Overcast.,No wind,89,1012 mbar,5,07:00
2022-02-13,26,Scattered clouds.,22 km/h,58,1013 mbar,8,10:00
2022-02-13,25,Partly sunny.,22 km/h,68,1011 mbar,7,13:00
2022-02-13,25,Partly sunny.,20 km/h,68,1010 mbar,7,16:00
2022-02-13,23,Passing clouds.,13 km/h,80,1012 mbar,5,19:00
2022-02-13,23,Passing clouds.,11 km/h,76,1013 mbar,5,22:00
2022-02-14,20,Passing clouds.,4 km/h,87,1012 mbar,5,04:00
2022-02-14,22,Scattered clouds.,No wind,84,1014 mbar,4,07:00
2022-02-14,26,Partly sunny.,15 km/h,61,1015 mbar,5,10:00
2022-02-14,28,Partly sunny.,13 km/h,59,1013 mbar,7,13:00
2022-02-14,27,Overcast.,11 km/h,62,1012 mbar,6,16:00
2022-02-14,21,Light rain. Passing clouds.,15 km/h,95,1014 mbar,4,19:00
2022-02-14,22,Passing clouds.,6 km/h,93,1016 mbar,5,22:00
2022-02-15,21,Overcast.,6 km/h,92,1014 mbar,4,07:00
2022-02-15,25,Partly sunny.,13 km/h,64,1015 mbar,7,10:00
2022-02-15,29,Partly sunny.,17 km/h,53,1013 mbar,10,13:00
2022-02-15,24,Overcast.,11 km/h,74,1012 mbar,8,16:00
2022-02-15,24,Overcast.,No wind,79,1013 mbar,7,19:00
2022-02-15,23,Overcast.,7 km/h,81,1015 mbar,5,22:00
2022-02-16,22,Overcast.,7 km/h,81,1013 mbar,7,01:00
2022-02-16,21,Overcast.,No wind,84,1011 mbar,7,04:00
2022-02-16,22,Scattered clouds.,6 km/h,81,1012 mbar,10,07:00
2022-02-16,28,Scattered clouds.,11 km/h,55,1013 mbar,10,10:00
2022-02-16,28,Overcast.,26 km/h,63,1011 mbar,10,13:00
2022-02-16,24,Thunderstorms. Overcast.,19 km/h,87,1009 mbar,4,16:00
2022-02-16,22,Light rain. Passing clouds.,6 km/h,93,1011 mbar,4,19:00
2022-02-16,22,Passing clouds.,6 km/h,93,1013 mbar,4,22:00
2022-02-17,21,Partly sunny.,No wind,91,1012 mbar,4,07:00
2022-02-17,25,Overcast.,6 km/h,74,1013 mbar,5,10:00
2022-02-17,27,Overcast.,9 km/h,71,1011 mbar,5,13:00
2022-02-17,24,Thundershowers. Overcast.,6 km/h,83,1010 mbar,5,16:00
2022-02-17,23,Thundershowers. Overcast.,13 km/h,93,1012 mbar,4,19:00
2022-02-17,22,Light rain. Overcast.,6 km/h,95,1014 mbar,4,22:00
2022-02-18,21,Fog.,No wind,96,1014 mbar,2,07:00
2022-02-18,23,Overcast.,7 km/h,83,1015 mbar,4,10:00
2022-02-18,25,Light rain. Overcast.,6 km/h,76,1014 mbar,3,13:00
2022-02-18,21,Thundershowers. Overcast.,9 km/h,98,1014 mbar,2,16:00
2022-02-18,20,Light rain. Overcast.,6 km/h,98,1014 mbar,5,19:00
2022-02-18,21,Overcast.,6 km/h,95,1014 mbar,5,22:00
2022-02-19,21,Fog.,No wind,96,1014 mbar,2,01:00
2022-02-19,20,Fog.,No wind,95,1014 mbar,2,04:00
2022-02-19,20,Fog.,No wind,96,1015 mbar,3,07:00
2022-02-19,25,Partly sunny.,9 km/h,79,1016 mbar,4,10:00
2022-02-19,23,Overcast.,7 km/h,85,1014 mbar,4,13:00
2022-02-19,23,Thundershowers. Overcast.,13 km/h,88,1012 mbar,5,16:00
2022-02-19,22,Overcast.,No wind,91,1015 mbar,4,19:00
2022-02-19,22,Passing clouds.,7 km/h,91,1016 mbar,4,22:00
2022-02-20,21,Passing clouds.,No wind,92,1016 mbar,4,01:00
2022-02-20,N/A,Haze.,11 km/h,N/A,1015 mbar,4,04:00
2022-02-20,21,Fog.,7 km/h,96,1015 mbar,3,07:00
2022-02-20,24,Partly sunny.,6 km/h,85,1017 mbar,3,10:00
2022-02-20,26,Overcast.,11 km/h,75,1014 mbar,4,13:00
2022-02-20,26,Overcast.,15 km/h,69,1013 mbar,5,16:00
2022-02-20,25,Overcast.,6 km/h,83,1014 mbar,4,19:00
2022-02-20,23,Light rain. Passing clouds.,No wind,91,1016 mbar,4,22:00
2022-02-21,21,Fog.,6 km/h,96,1014 mbar,3,04:00
2022-02-21,21,Fog.,6 km/h,96,1015 mbar,3,07:00
2022-02-21,26,Partly sunny.,6 km/h,67,1015 mbar,5,10:00
2022-02-21,28,Scattered clouds.,24 km/h,51,1014 mbar,10,13:00
2022-02-21,25,Overcast.,22 km/h,73,1012 mbar,8,16:00
2022-02-21,22,Overcast.,No wind,84,1015 mbar,5,19:00
2022-02-21,22,Overcast.,No wind,89,1016 mbar,5,22:00
2022-02-22,20,Fog.,No wind,97,1015 mbar,3,01:00
2022-02-22,19,Passing clouds.,No wind,94,1014 mbar,4,04:00
2022-02-22,27,Scattered clouds.,17 km/h,58,1016 mbar,7,10:00
2022-02-22,29,Scattered clouds.,26 km/h,49,1014 mbar,10,13:00
2022-02-22,25,Partly sunny.,19 km/h,71,1014 mbar,7,16:00
2022-02-22,24,Passing clouds.,9 km/h,69,1015 mbar,6,19:00
2022-02-22,22,Passing clouds.,4 km/h,86,1017 mbar,6,22:00
2022-02-23,21,Passing clouds.,6 km/h,88,1015 mbar,6,04:00
2022-02-23,21,Partly sunny.,No wind,92,1016 mbar,3,07:00
2022-02-23,27,Partly sunny.,20 km/h,56,1016 mbar,7,10:00
2022-02-23,28,Partly sunny.,24 km/h,54,1015 mbar,10,13:00
2022-02-23,27,Partly sunny.,19 km/h,54,1013 mbar,10,16:00
2022-02-23,24,Passing clouds.,22 km/h,69,1016 mbar,7,19:00
2022-02-23,24,Passing clouds.,22 km/h,65,1018 mbar,7,22:00
2022-02-24,22,Partly sunny.,11 km/h,84,1017 mbar,7,07:00
2022-02-24,23,Overcast.,19 km/h,71,1016 mbar,10,10:00
2022-02-24,28,Partly sunny.,13 km/h,49,1014 mbar,10,13:00
2022-02-24,30,Partly sunny.,24 km/h,45,1012 mbar,10,16:00
2022-02-24,25,Passing clouds.,19 km/h,64,1014 mbar,10,19:00
2022-02-24,24,Passing clouds.,15 km/h,65,1017 mbar,10,22:00
2022-02-25,22,Passing clouds.,7 km/h,67,1016 mbar,10,01:00
2022-02-25,21,Passing clouds.,15 km/h,75,1014 mbar,10,04:00
2022-02-25,21,Passing clouds.,7 km/h,83,1016 mbar,10,07:00
2022-02-25,27,Partly sunny.,19 km/h,57,1014 mbar,10,13:00
2022-02-25,26,Scattered clouds.,28 km/h,58,1013 mbar,10,16:00
2022-02-25,23,Passing clouds.,17 km/h,64,1015 mbar,8,19:00
2022-02-25,23,Passing clouds.,9 km/h,71,1016 mbar,8,22:00
2022-02-26,22,Passing clouds.,9 km/h,74,1016 mbar,7,01:00
2022-02-26,22,Passing clouds.,13 km/h,76,1014 mbar,7,04:00
2022-02-26,22,Scattered clouds.,9 km/h,77,1015 mbar,8,07:00
2022-02-26,26,Partly sunny.,7 km/h,58,1016 mbar,10,10:00
2022-02-26,28,Partly sunny.,22 km/h,58,1013 mbar,9,13:00
2022-02-26,22,Overcast.,22 km/h,83,1013 mbar,6,16:00
2022-02-26,22,Passing clouds.,13 km/h,73,1015 mbar,7,19:00
2022-02-26,22,Passing clouds.,17 km/h,78,1016 mbar,8,22:00
2022-02-27,21,Passing clouds.,13 km/h,82,1014 mbar,8,04:00
2022-02-27,22,Overcast.,20 km/h,87,1015 mbar,6,07:00
2022-02-27,25,Overcast.,19 km/h,71,1016 mbar,10,10:00
2022-02-27,26,Partly sunny.,26 km/h,71,1014 mbar,10,13:00
2022-02-27,22,Low clouds.,22 km/h,91,1012 mbar,6,16:00
2022-02-27,22,Overcast.,13 km/h,81,1014 mbar,8,19:00
2022-02-27,22,Passing clouds.,15 km/h,79,1015 mbar,10,22:00
2022-02-28,22,Passing clouds.,19 km/h,81,1014 mbar,10,01:00
2022-02-28,21,Passing clouds.,13 km/h,83,1013 mbar,8,04:00
2022-02-28,21,Partly sunny.,20 km/h,85,1014 mbar,10,07:00
2022-02-28,23,Partly sunny.,26 km/h,80,1016 mbar,10,10:00
2022-02-28,26,Partly sunny.,17 km/h,67,1014 mbar,8,13:00
2022-02-28,26,Partly sunny.,19 km/h,69,1012 mbar,10,16:00
2022-02-28,24,Passing clouds.,17 km/h,72,1013 mbar,8,19:00
2022-02-28,22,Passing clouds.,11 km/h,81,1014 mbar,8,22:00
2022-03-01,22,Passing clouds.,9 km/h,82,1014 mbar,8,01:00
2022-03-01,21,Passing clouds.,6 km/h,91,1013 mbar,7,04:00
2022-03-01,22,Partly sunny.,11 km/h,90,1015 mbar,7,07:00
2022-03-01,25,Partly sunny.,13 km/h,72,1015 mbar,8,10:00
2022-03-01,27,Partly sunny.,15 km/h,67,1013 mbar,10,13:00
2022-03-01,25,Overcast.,28 km/h,73,1012 mbar,8,16:00
2022-03-01,23,Passing clouds.,20 km/h,78,1013 mbar,7,19:00
2022-03-01,22,Passing clouds.,17 km/h,81,1015 mbar,7,22:00
2022-03-02,22,Passing clouds.,6 km/h,78,1013 mbar,7,04:00
2022-03-02,22,Partly sunny.,13 km/h,83,1014 mbar,8,07:00
2022-03-02,26,Partly sunny.,19 km/h,68,1015 mbar,10,10:00
2022-03-02,28,Partly sunny.,24 km/h,53,1013 mbar,10,13:00
2022-03-02,28,Partly sunny.,19 km/h,54,1011 mbar,10,16:00
2022-03-02,24,Passing clouds.,15 km/h,75,1013 mbar,8,19:00
2022-03-02,23,Passing clouds.,9 km/h,80,1015 mbar,8,22:00
2022-03-03,22,Passing clouds.,6 km/h,83,1014 mbar,8,01:00
2022-03-03,21,Passing clouds.,9 km/h,85,1013 mbar,8,04:00
2022-03-03,27,Scattered clouds.,22 km/h,56,1013 mbar,7,13:00
2022-03-03,27,Partly sunny.,22 km/h,60,1011 mbar,6,16:00
2022-03-03,24,Passing clouds.,11 km/h,77,1013 mbar,6,19:00
2022-03-03,23,Passing clouds.,19 km/h,83,1015 mbar,6,22:00
2022-03-04,22,Partly sunny.,6 km/h,82,1015 mbar,6,07:00
2022-03-04,26,Partly sunny.,13 km/h,66,1017 mbar,8,10:00
2022-03-04,28,Partly sunny.,15 km/h,57,1014 mbar,10,13:00
2022-03-04,28,Partly sunny.,13 km/h,62,1012 mbar,10,16:00
2022-03-04,25,Passing clouds.,11 km/h,72,1013 mbar,7,19:00
2022-03-04,23,Light rain. Overcast.,11 km/h,83,1016 mbar,7,22:00
2022-03-05,21,Overcast.,4 km/h,94,1014 mbar,6,04:00
2022-03-05,21,Partly sunny.,No wind,94,1014 mbar,5,07:00
2022-03-05,26,Partly sunny.,19 km/h,70,1016 mbar,10,10:00
2022-03-05,29,Partly sunny.,20 km/h,60,1014 mbar,10,13:00
2022-03-05,21,Thundershowers. Overcast.,9 km/h,91,1013 mbar,5,16:00
2022-03-05,21,Light rain. Overcast.,6 km/h,91,1014 mbar,5,19:00
2022-03-05,21,Overcast.,No wind,94,1016 mbar,5,22:00
2022-03-06,20,Overcast.,No wind,94,1015 mbar,3,01:00
2022-03-06,20,Overcast.,No wind,94,1013 mbar,3,04:00
2022-03-06,28,Partly sunny.,17 km/h,59,1013 mbar,10,13:00
2022-03-06,24,Thundershowers. Partly sunny.,24 km/h,73,1012 mbar,6,16:00
2022-03-06,24,Passing clouds.,19 km/h,73,1014 mbar,7,19:00
2022-03-06,23,Passing clouds.,17 km/h,79,1016 mbar,7,22:00
2022-03-07,22,Passing clouds.,9 km/h,83,1014 mbar,7,01:00
2022-03-07,22,Passing clouds.,11 km/h,83,1015 mbar,7,04:00
2022-03-07,26,Overcast.,6 km/h,65,1015 mbar,10,10:00
2022-03-07,22,Thundershowers. Overcast.,11 km/h,95,1014 mbar,4,19:00
2022-03-08,20,Passing clouds.,6 km/h,96,1013 mbar,5,04:00
2022-03-08,20,Overcast.,7 km/h,99,1014 mbar,3,07:00
2022-03-08,25,Partly sunny.,11 km/h,73,1015 mbar,4,10:00
2022-03-08,27,Overcast.,13 km/h,70,1012 mbar,7,13:00
2022-03-08,22,Thundershowers. Overcast.,9 km/h,98,1012 mbar,4,16:00
2022-03-08,22,Thunderstorms. Overcast.,7 km/h,96,1013 mbar,4,19:00
2022-03-08,21,Overcast.,No wind,94,1014 mbar,4,22:00
2022-03-09,21,Overcast.,No wind,93,1013 mbar,3,01:00
2022-03-09,21,Passing clouds.,No wind,93,1013 mbar,3,04:00
2022-03-09,21,Fog.,9 km/h,96,1014 mbar,3,07:00
2022-03-09,27,Scattered clouds.,6 km/h,64,1015 mbar,6,10:00
2022-03-09,25,Thundershowers. Overcast.,24 km/h,81,1012 mbar,6,13:00
2022-03-09,25,Thunderstorms. Partly sunny.,15 km/h,78,1012 mbar,5,16:00
2022-03-09,23,Passing clouds.,6 km/h,91,1012 mbar,4,19:00
2022-03-09,22,Passing clouds.,11 km/h,95,1014 mbar,4,22:00
2022-03-10,21,Fog.,6 km/h,96,1014 mbar,2,07:00
2022-03-10,27,Partly sunny.,No wind,66,1014 mbar,6,10:00
2022-03-10,29,Overcast.,28 km/h,59,1011 mbar,8,13:00
2022-03-10,22,Thundershowers. Overcast.,7 km/h,84,1011 mbar,4,16:00
2022-03-10,21,Thundershowers. Overcast.,6 km/h,95,1013 mbar,4,19:00
2022-03-10,21,Light rain. Overcast.,6 km/h,96,1014 mbar,4,22:00
2022-03-11,20,Passing clouds.,6 km/h,96,1012 mbar,3,04:00
2022-03-11,21,Fog.,6 km/h,96,1013 mbar,2,07:00
2022-03-11,29,Partly sunny.,28 km/h,62,1010 mbar,7,13:00
2022-03-11,25,Thunderstorms. Overcast.,15 km/h,75,1009 mbar,4,16:00
2022-03-11,23,Thundershowers. Overcast.,19 km/h,91,1012 mbar,5,19:00
2022-03-11,22,Overcast.,9 km/h,91,1012 mbar,7,22:00
2022-03-12,21,Passing clouds.,6 km/h,93,1012 mbar,7,01:00
2022-03-12,21,Passing clouds.,No wind,94,1010 mbar,5,04:00
2022-03-12,21,Scattered clouds.,No wind,95,1012 mbar,4,07:00
2022-03-12,27,Scattered clouds.,13 km/h,67,1012 mbar,10,10:00
2022-03-12,28,Partly sunny.,22 km/h,66,1010 mbar,10,13:00
2022-03-12,22,Passing clouds.,7 km/h,95,1012 mbar,5,19:00
2022-03-12,22,Passing clouds.,7 km/h,88,1013 mbar,6,22:00
2022-03-13,20,Passing clouds.,4 km/h,96,1011 mbar,5,04:00
2022-03-13,21,Scattered clouds.,6 km/h,95,1013 mbar,4,07:00
2022-03-13,27,Partly sunny.,No wind,68,1013 mbar,7,10:00
2022-03-13,29,Partly sunny.,15 km/h,60,1011 mbar,8,13:00
2022-03-13,27,Thunderstorms. Overcast.,22 km/h,69,1009 mbar,7,16:00
2022-03-13,21,Thundershowers. Overcast.,15 km/h,98,1014 mbar,2,19:00
2022-03-13,21,Light rain. Overcast.,7 km/h,98,1016 mbar,4,22:00
2022-03-14,20,Passing clouds.,7 km/h,94,1013 mbar,7,04:00
2022-03-14,21,Partly sunny.,9 km/h,94,1014 mbar,5,07:00
2022-03-14,26,Scattered clouds.,11 km/h,66,1015 mbar,8,10:00
2022-03-14,25,Thundershowers. Overcast.,13 km/h,76,1010 mbar,7,16:00
2022-03-14,23,Thunderstorms. Overcast.,11 km/h,91,1012 mbar,5,19:00
2022-03-15,22,Light rain. Overcast.,No wind,96,1013 mbar,3,01:00
2022-03-15,22,Fog.,No wind,96,1012 mbar,3,04:00
2022-03-15,22,Light rain. Overcast.,4 km/h,96,1013 mbar,3,07:00
2022-03-15,24,Overcast.,17 km/h,86,1014 mbar,5,10:00
2022-03-15,26,Overcast.,11 km/h,65,1012 mbar,8,13:00
2022-03-15,25,Partly sunny.,19 km/h,82,1010 mbar,7,16:00
2022-03-15,21,Passing clouds.,11 km/h,100,1012 mbar,4,19:00
2022-03-15,22,Passing clouds.,9 km/h,95,1013 mbar,5,22:00
2022-03-16,20,Passing clouds.,No wind,96,1011 mbar,4,04:00
2022-03-16,21,Scattered clouds.,6 km/h,91,1012 mbar,5,07:00
2022-03-16,26,Partly sunny.,6 km/h,64,1014 mbar,5,10:00
2022-03-16,26,Overcast.,11 km/h,74,1012 mbar,6,13:00
2022-03-16,23,Thundershowers. Overcast.,20 km/h,93,1011 mbar,3,16:00
2022-03-16,23,Passing clouds.,6 km/h,93,1012 mbar,4,19:00
2022-03-16,23,Passing clouds.,6 km/h,93,1014 mbar,4,22:00
2022-03-17,22,Passing clouds.,7 km/h,95,1012 mbar,4,04:00
2022-03-17,21,Partly sunny.,No wind,95,1013 mbar,3,07:00
2022-03-17,27,Partly sunny.,13 km/h,72,1014 mbar,3,10:00
2022-03-17,26,Thunderstorms. Partly sunny.,9 km/h,82,1010 mbar,7,16:00
2022-03-17,24,Passing clouds.,9 km/h,91,1011 mbar,5,19:00
2022-03-17,23,Passing clouds.,No wind,94,1014 mbar,5,22:00
2022-03-18,23,Fog.,7 km/h,95,1013 mbar,3,01:00
2022-03-18,22,Overcast.,No wind,96,1012 mbar,3,04:00
2022-03-18,21,Fog.,No wind,91,1013 mbar,3,07:00
2022-03-18,26,Partly sunny.,7 km/h,78,1014 mbar,5,10:00
2022-03-18,23,Thundershowers. Overcast.,19 km/h,91,1012 mbar,5,13:00
2022-03-18,22,Overcast.,No wind,92,1012 mbar,6,19:00
2022-03-19,20,Passing clouds.,No wind,96,1012 mbar,5,04:00
2022-03-19,21,Scattered clouds.,No wind,91,1013 mbar,5,07:00
2022-03-19,29,Overcast.,22 km/h,64,1011 mbar,6,13:00
2022-03-19,23,Thunderstorms. Overcast.,15 km/h,84,1011 mbar,4,16:00
2022-03-19,24,Passing clouds.,9 km/h,81,1012 mbar,7,19:00
2022-03-19,22,Passing clouds.,7 km/h,90,1014 mbar,7,22:00
2022-03-20,21,Passing clouds.,No wind,92,1013 mbar,7,04:00
2022-03-20,29,Scattered clouds.,26 km/h,56,1013 mbar,10,13:00
2022-03-20,24,Passing clouds.,15 km/h,76,1014 mbar,8,19:00
2022-03-20,24,Passing clouds.,11 km/h,73,1015 mbar,8,22:00
2022-03-21,22,Passing clouds.,13 km/h,82,1013 mbar,8,04:00
2022-03-21,22,Scattered clouds.,7 km/h,87,1015 mbar,5,07:00
2022-03-21,26,Partly sunny.,15 km/h,68,1016 mbar,10,10:00
2022-03-21,27,Partly sunny.,20 km/h,57,1014 mbar,10,13:00
2022-03-21,24,Passing clouds.,22 km/h,65,1014 mbar,8,19:00
2022-03-21,23,Passing clouds.,15 km/h,75,1016 mbar,8,22:00
2022-03-22,25,Partly sunny.,9 km/h,71,1016 mbar,8,10:00
2022-03-22,28,Overcast.,13 km/h,61,1014 mbar,8,13:00
2022-03-22,28,Overcast.,22 km/h,60,1012 mbar,10,16:00
2022-03-22,24,Passing clouds.,22 km/h,83,1014 mbar,5,19:00
2022-03-22,23,Passing clouds.,11 km/h,84,1016 mbar,7,22:00
2022-03-23,23,Overcast.,22 km/h,78,1014 mbar,8,19:00
2022-03-24,22,Passing clouds.,No wind,81,1014 mbar,8,01:00
2022-03-24,21,Scattered clouds.,6 km/h,91,1014 mbar,6,07:00
2022-03-24,29,Scattered clouds.,24 km/h,51,1013 mbar,10,13:00
2022-03-24,28,Partly sunny.,17 km/h,56,1012 mbar,7,16:00
2022-03-24,24,Passing clouds.,26 km/h,74,1014 mbar,7,19:00
2022-03-24,23,Passing clouds.,7 km/h,81,1016 mbar,5,22:00
2022-03-25,21,Passing clouds.,No wind,89,1014 mbar,4,04:00
2022-03-25,22,Overcast.,No wind,95,1016 mbar,3,07:00
2022-03-25,29,Overcast.,26 km/h,58,1014 mbar,5,13:00
2022-03-25,25,Passing clouds.,7 km/h,81,1014 mbar,7,19:00
2022-03-26,23,Passing clouds.,No wind,91,1015 mbar,5,04:00
2022-03-26,23,Overcast.,6 km/h,88,1017 mbar,4,07:00
2022-03-26,24,Partly sunny.,9 km/h,77,1018 mbar,5,10:00
2022-03-26,26,Overcast.,22 km/h,72,1015 mbar,5,13:00
2022-03-26,23,Overcast.,13 km/h,72,1014 mbar,7,16:00
2022-03-26,22,Overcast.,No wind,84,1017 mbar,5,22:00
2022-03-27,21,Overcast.,No wind,90,1016 mbar,5,01:00
2022-03-27,21,Overcast.,No wind,90,1015 mbar,5,04:00
2022-03-27,27,Scattered clouds.,13 km/h,60,1017 mbar,7,10:00
2022-03-27,29,Partly sunny.,26 km/h,56,1016 mbar,7,16:00
2022-03-27,23,Thunderstorms. Overcast.,11 km/h,89,1015 mbar,5,19:00
2022-03-27,21,Light rain. Overcast.,7 km/h,96,1017 mbar,4,22:00
2022-03-28,21,Passing clouds.,No wind,96,1017 mbar,4,01:00
2022-03-28,21,Passing clouds.,9 km/h,96,1015 mbar,4,04:00
2022-03-28,21,Fog.,9 km/h,98,1015 mbar,3,07:00
2022-03-28,25,Partly sunny.,15 km/h,63,1016 mbar,8,10:00
2022-03-29,22,Passing clouds.,6 km/h,91,1014 mbar,5,04:00
2022-03-29,20,Haze.,No wind,78,1016 mbar,4,07:00
2022-03-29,26,Partly sunny.,11 km/h,63,1016 mbar,4,10:00
2022-03-29,28,Partly sunny.,24 km/h,61,1014 mbar,7,13:00
2022-03-29,27,Partly sunny.,15 km/h,57,1012 mbar,7,16:00
2022-03-29,25,Passing clouds.,11 km/h,73,1013 mbar,6,19:00
2022-03-29,23,Passing clouds.,9 km/h,85,1016 mbar,5,22:00
2022-03-30,22,Overcast.,No wind,93,1015 mbar,4,01:00
2022-03-30,21,Overcast.,No wind,85,1014 mbar,5,04:00
2022-03-30,22,Scattered clouds.,6 km/h,83,1015 mbar,4,07:00
2022-03-30,27,Scattered clouds.,15 km/h,60,1016 mbar,6,10:00
2022-03-30,24,Passing clouds.,6 km/h,77,1014 mbar,4,19:00
2022-03-31,21,Passing clouds.,No wind,94,1014 mbar,4,04:00
2022-03-31,27,Scattered clouds.,No wind,56,1016 mbar,5,10:00
2022-03-31,22,Light rain. Overcast.,7 km/h,91,1017 mbar,6,22:00
2022-04-01,20,Light rain. Passing clouds.,11 km/h,95,1014 mbar,5,04:00
2022-04-01,N/A,Haze.,11 km/h,N/A,1016 mbar,5,07:00
2022-04-01,24,Overcast.,13 km/h,78,1017 mbar,5,10:00
